,id,label,tokenized
22,9705777,0,"['재미없다', '지루하다', '같다', '음식', '영화', '인데', '바베트', '만찬', '하고', '넘다', '차이', '남바', '베트', '만찬', '이야기', '있다', '음식', '보다', '재미', '있다', '이건', '볼', '게', '없다', '음식', '별로', '안', '나오다', '핀란드', '풍경', '이라도', '구', '경', '할랫', '늘다', '그것', '별로', '안', '나오다', 'ㅡㅡ']"
23,471131,1,"['절대', '평범하다', '영화', '아니다', '수작', '이라', '는걸', '말씀드리다']"
24,8480268,0,"['주제', '좋다', '중반', '부터', '지루하다']"
25,4254115,0,"['다', '짤랐을꺼', '야', '그래서', '납득', '수', '없다', '그렇다', '꼭', '그렇다', '끄다']"
26,7295746,1,"['고추', '털다', '버리다']"
27,5457633,0,"['카밀라', '벨', '발연기']"
28,6091784,1,['재밋는뎅']
29,8322926,1,"['센스', '있다', '연출', '력', '탁월하다', '캐스팅', '년대', '향수', '그래서', '점']"
30,6331922,1,"['엄포스', '위력', '을', '다시', '한번', '깨닫다', '해주다', '적남', '꽃', '검사', '님', '연기', '정말', '좋다', '완전', '명품', '드라마']"
31,9005897,0,"['졸', '쓰레기', '진부하다', '도안', '돼다', 'ㅋㅋ', '아시', '간', '아깝다']"
32,164908,1,"['재밌다', '별', '점', '왜', '이리', '낮다']"
33,9671124,0,"['라도', '기대하다', '내', '죄인', '이다', '죄인', '이다']"
34,5712231,1,"['아직도', '드라마', '내', '인생', '최고']"
35,4726746,1,"['패션', '대한', '열정', '안나', '윈', '투어']"
36,7203432,0,"['키이라', '나이틀리', '연기', '대체', '정신장애', '이다', '틱장애', '이다']"
37,112724,1,"['허허', '원', '작가', '정신', '나가다', '유령', '이라', '재미있다']"
38,1105872,0,"['포스터', '있다', '보이다', '관객', '명', '이네']"
39,4805788,1,"['영화', '왜', '이렇게', '저', '평가', '받다', '모르다']"
40,9336496,1,"['단순하다', '은은하다', '매력', '영화']"
41,9994900,0,"['다', '알바생', '인가', '내용', '없다', '무섭다', '없다', '웃기다', '하나', '없다', '완전', '별', '싱겁다', '영화', 'ㅇㅇ', '내', 'ㅇ', '시간', '넘다', '아깝다', '움', '완전', '낚임']"
42,6760577,1,"['오다', '두다', '서리', '굶주리다']"
43,3440864,1,"['정말', '맘', '들다', '그래서', '또', '보다', '또', '보다', '방법', '없다', 'ㅜㅡ']"
44,8548510,1,"['윤제문', '이라는', '멋지다', '배우', '발견', '돼다', '소소하다', '일', '탈', '잔잔하다', '미소', '머금', '게', '음악', '조금', '아쉽다', 'ㅠㅠ', '점', '주다', '싶다', '평점', '올리다', '싶다', '점', '주다']"
45,7719892,0,"['평점', '속지', '말다', '시간', '낭비', '돈', '낭비', '임']"
46,9440670,0,"['리얼리티', '뛰어나다', '한데', '크다', '공감', '안', '간다', '이민기', '캐릭터', '정신의학', '상', '분노조절', '장애', '초기', '증상', '이다', '툭하면', '사람', '패', '고', '욕', '하고', '물건', '파손', '하고', '조금', '오', '바', '이다', '극', '초반', '엔', '신선하다', '가면', '갈수록', '이민기', '정신', '상태', '공감', '불가']"
47,7991636,0,"['마이너스', '왜', '없다', 'ㅋ', '뮤비', '보고', '영화', '수준', '딱', '알', '만', 'ㅉㅉ', '북한', '에서', '이렇다', '만들다', '돈', '대다']"
48,4679407,0,"['난', '우리', '영화', '사랑']"
49,9837767,1,"['데', '너', '리스', '타르', '가르다', '엔나', '용의', '주인', '되다', '싶다', '누', '이랑', '근친상간', '이나', '다니다', '소설', '속', '에선', '제일', '멋지다', '놈', '메', '라', '니스', '터', '이다', '드라마', '속', '에선', '드래곤', '용이', '제일', '멋지다', '네', '웃음', '감독', '님', '토르', '다크', '월드', '말', '아', '잡수다', '기본', '선방']"
50,9063648,1,"['영화', '사람', '영혼', '을', '어루만지다', '줄', '수도', '있다', '거치다', '세', '상사', '잠시', '잊다', '동화', '같다', '영화', '행복하다']"
51,8272095,0,"['야', '세르게이', '작다', '고추', '맵다', '맛', '을', '보여주다', '포퐁', '저그', '콩', '진호', '간다']"
52,2345905,1,"['이렇게', '가슴', '시리', '게', '보다', '드라마', '또', '있다', '감동', '그', '자체']"
53,7865630,0,"['난또', '저', '꼬마', '애가', '무슨', '원한', '깊다', '그냥', '혼자', '나대다', '걸', '어쩌라고']"
54,7207064,1,['재미있다']
55,5719655,1,"['전', '좋다']"
56,1651126,0,['최고']
57,7246040,1,"['너무', '충격', '적다', '기분', '을', '완전하다', '푹', '꺼지다', '느낌', '활', '력', '이라고는', '하나', '없다', '너무나도', '무겁다', '지독하다', '차갑다', '무자비하다', '그저', '일본인', '상상력', '정말', '대단하다', '같다', '생각', '들다']"
58,717775,0,"['심심하다', '영화']"
59,8317483,1,"['백봉기', '언제', '나오다']"
60,1031725,0,"['보다', '그대로', '들어맞다', '예측', '카리스마', '없다', '악역']"
61,3993146,0,"['불알', '나오다', '당황', '아무튼', '영화', '중간', '끝나다', '느낌']"
62,2196616,0,"['평범하다', '속', '녹다', '평범하다', '일상', '조금', '밋밋하다', '흠']"
63,8203798,0,"['보다', '계속', '보다', '전개도', '느리다', '주인공', '인', '은희', '한두', '컷', '나오다', '소', '극적', '인', '모습', '짜증', 'ㅜㅜ', '맨날', '언제', '끝나다', '기', '대만', '하고', '있다', '전개', '빨리', '빨리', 'ㅜㅜ']"
64,2332588,1,"['사랑', '싶다', '가슴속', '온', '감정', '을', '헤집다', '영화', '예요', '정말', '최고']"
65,10084753,1,"['많다', '사람', '다큐', '보고', '우리나라', '슬프다', '현대', '사의', '단면', '대해', '깊이', '생각', '하고', '사죄', '하고', '바로', '잡기', '위해', '노력', '말로', '만', '듣다', '보도', '연맹', '그', '민간인', '학살', '이정', '일', '줄', '이야', '이건', '명백하다', '살인', '이다', '살인자', '다', '어디', '있다']"
66,8518645,0,"['예전', '작품', '캐릭터', '에피소드', '재탕', '삼', '탕', '사골', '우려', '먹듯', '우리', '고', '내용', '산', '가다', '시청률', '아예', '안', '나오다', '이제', '회', '중반', '인데', '부작', '이라니']"
67,7956793,0,"['김남길', '백', '점', '짜다', '연기력', '초반', '몰입도', '에도', '불구', '하고', '지루하다', '손예진', 'ㅈㅈ']"
68,3996917,1,"['재밌다', '비슷하다', '영화', '안', '보다', '분', '한테', '늘다', '재미있다', '듯']"
69,8128006,0,"['노래실력', '뽑다', '맞다', '박시환', '나가다', '진짜', '망신', '이다']"
70,2192046,0,"['아', '일본', '영화', '다', '이런', '건가', '유치하다']"
71,7250961,1,"['이틀', '만에', '다', '보다', '재밌다', '근데', '차', '안', '물건', '넣다', '조작', '차', '안이', '열리다', '집', '안이', '활짝', '열리다', '아무나', '들어가다', '문자', '조작', '비번', '안', '걸리다', 'ㅋㅋㅋ', '그렇다', '건', '억지스럽다', '그래도', '내용', '자체', '좋다']"
72,5679106,0,['졸작']
73,9179128,1,"['재밋네', '요', '달팽이', '빨', '라서', '더', '재밌다']"
74,9048450,0,"['어설프다', '전개', '어이없다', '결말']"
75,8387244,0,"['부패하다', '로마노프', '왕조', '기리', '뭣같', '영화', '온몸', '항거', '러시아', '민중', '그저', '폭도', '냐']"
76,9803156,1,"['내용', '전개', '무난', '펴다', '자다', '보다']"
77,2135015,0,"['매우', '실망']"
78,7884025,0,"['한국영', '화', '흥행', '코드', '갈등', '갈등', '계', '속', '갈등', '화해', '감동', '평점', '점', '남발', '흥행', '뻔하다', '뭐']"
79,9801316,1,"['아햏햏', '아햏햏', '아햏햏']"
80,2009382,0,"['뭐', '냐', '시작', '하고', '분만', '나오다', '리플릿', '사진', '보다', '불안하다']"
81,10112591,1,"['단연', '최고', '라고']"
82,7280935,0,"['감독', '럼', '먹다', '영화', '만들다', '관객', '에게', '뭘', '말', '모르다', '엉망', '진창', '개', '진창', '이다']"
83,5971506,0,"['이건', '뭐', '냐', '우뢰매', '냐']"
84,9875922,0,"['정말', '쓰레기', '영화', '이다']"
85,9850710,1,"['진정', '위대하다', '영화', '최고', '임']"
86,1927486,0,"['별루', '이다']"
87,5023820,1,"['내일', '기대', '되다']"
88,1859380,1,"['근데', '조미', '막문위', '좋아하다', '가요']"
89,1635552,1,"['ㅋㅋㅋ', '진짜', '골깜', 'ㅋㅋ', '눈', '부라리다', '때', '쓰러지다', 'ㅋㅋ']"
90,7852366,0,"['성룡', '영화', '중', '최악', '인', '듯', 'ㅋㅋ']"
91,9480003,1,"['골', '때리다', 'ㅋㅋㅋㅋ', '걸스데이', '이혜리', '자다', '되다']"
92,1797212,1,"['서기', '이쁘다']"
93,6374262,1,"['완전', '재밌다', 'ㅋㅋㅋㅋㅋ', '백', '인공', '주귀', '여', '움', 'ㅋㅋㅋㅋㅋㅋ']"
94,1607129,1,"['인상', '적', '인', '영화', '이다']"
95,8763660,1,"['어내스트', '셀레스틴', '완전', '강추', '에요', '정말', '재밌다']"
96,9361974,1,"['재미있다', '영화', '이다']"
97,7928957,0,"['클라라', '볼라', '고', '화신', '보다', '아니다']"
98,10250221,1,"['진짜', '보다', '너무', '슬프다', '영화', '다']"
99,6122458,1,"['설정', '재밌다', '새롭다', '에피소드', '내', '에서', '메인', '스토리', '차차', '나오다', '재밌다']"
100,10044377,1,"['신카이', '마코토', '작화', '밉다', '유', '하나', '카나', '연기', '해주다', '더', '대박', '이다']"
101,6158844,0,"['재미없다', '진심', '이훨', '나', '캐스팅', '두', '못', '듯']"
102,1723799,1,"['잔잔하다', '생각', '보다', '볼', '만', '영화', '인거', '같다', 'ㅋ']"
103,10273782,0,"['감독', '님', '들다', '고은님', '쓰다', '영화', '안', '보다']"
104,1666795,0,"['무섭다', '않다', '스토리', 'ㅡㅡ']"
105,4866815,0,"['영화', '속', '억지스럽다', '노골', '적', '인', '술', '광고', '은은하다', '센스', '있다', '어떻다']"
106,7747745,0,['킬링타임']
107,8213218,1,"['크리스마스', '떠오르다', '영화']"
108,8659712,1,"['재미있다', '보다', '매력', '적', '인', '행복', '이네', '요', 'ㅎㅎㅎ']"
109,1204710,1,"['음악', '완전하다', '빠지다', '볼', '수', '있다', '영화', '쫌', '산만하다']"
110,3926204,0,"['태어나다', '처음', '영화', '보다', '중간', '나오다', '불륜', '로맨스', '냐']"
111,2304429,0,"['왕', '짜증', '아주', '전개', '짬뽕', '믹스', '음향', '만', '무섭다']"
112,9685228,0,"['솔직하다', '난', '별루더', '라', '시간', '낭비', '느낌']"
113,7115568,1,['대박']
114,6205383,1,"['시청률', '기준', '되다', '패널', '가구', '머', '명작', '드라마', '다', '망치', '네', 'ㅡㅡ', '내', '다', '서운하다']"
115,85848,0,"['내용', '이상하다']"
116,8741214,1,"['몬스터', '주식회사', '재밌다', '보다']"
117,7785809,0,"['내용', '전개', '너무나', '느리다']"
118,9757434,0,"['소재', '흥미', '끌', '지만', '이야기', '전개', '투', '박하다', '몰입', '안되다']"
119,9753792,0,"['절대', '보다', '쓰레기', '영화']"
120,7520154,0,"['중국인', '특유', '과장', '허풍', '있다', '보이다', '안간힘', '쓸다', '노력', '가상하다', '고증', '현', '실감', '떨어지다', '설정', '거북', '스럽다', '도대체', '그', '왜', '이렇게', '까지', '스스로', '과대', '포장', '하', '것', '인지']"
121,8902582,0,"['그냥', '불법체류자', '때리다', '잡다', '영화', '면', '좋다', '무슨', '우상화', '만들다', '미국', '따뜻하다', '설정', '이건', '뭥미']"
122,9578691,1,"['년', '삶속', '주인공', '생애', '전부', '드러나다', '듯']"
123,7469033,1,"['별', '점점', '가다']"
124,3914806,0,"['별로', '다']"
125,10212945,1,"['보다', '꽤', '지난', '후', '남다', '재미있다']"
126,9893434,0,"['아니다', '게', '왜', '점', '대', '이다']"
127,9615602,1,"['년', '지나', '다시', '보다', '되다', '영화', '다시', '보다', '그', '순수하다', '사랑', '감동', 'ㅠㅠ', '숀펜', '연기', '또한']"
128,10138538,0,"['올레', '공짜', '로', '있다', '보다', 'ㅋㅋ', '헐다', '스토리', '문제', '아니다', '연기자', '전혀', '배역', '이랑', '어울리다', '않다', '그리고', '상대', '배우', '하고', '다', '따로', '놓다', '같다', '이건', '연기자', '문제', '있다', '보아', '진심', '완전', '별로', '임', '라미란', '하고', '아들', '젤', '볼', '만']"
129,6139250,0,"['너무', '욕심', '많다', '영화', '어느', '쪽', '만이라도', '제대로', '보여주다']"
130,6738759,0,"['아', '빵점']"
131,10108387,1,"['베댓', '말', '을', '아주', '잘쓰다']"
132,5678216,0,"['아주', '모자라다', '않다']"
133,8470143,0,"['영화', '도둑', '이나', '뫼비우스', '같다', '나라', '에서', '만들어지다', '믿어지다']"
134,6565615,1,"['온몸', '찌릿짜릿', '나', '두', '용기', '가다']"
135,7838658,1,"['정말', '재미있다', '교훈', '적', '인', '영', '화이', '네', '요']"
136,3526263,1,"['당시', '상황', '주제', '주입', '식이', '아니다', '긴장감', '있다', '재밌다', '전하', '작품']"
137,625839,0,"['케이블', '에서', '그만', '나오다', '주다']"
138,6153764,0,"['다르다', '덴', '이냐', '리투', '차이밍량', '하나', '안', '섞이다', '채', '짬뽕', '그릇', '담기다']"
139,9179457,0,"['여군', '잼', '없다', '뭐', '건지다', 'ㅡㅡ', '잼', '없다', '엠비씨', '다', '잼', '없다', '질린다', '이제']"
140,3685947,1,['좋다']
141,8747603,0,"['한석규', '김혜수', '연기', '만', '돋보이다', '영화', '어딘', '지', '모르다', '많이', '어설프다', '영화']"
142,9153275,1,"['솔직하다', '에볼라', '바이러스', '떠들다', '석', '해', '서', '보다', '되다', '영화', '인데', '작품', '성', '이나', '어떤', '면', '에서도', '여', '년전', '영화', '라고', '보기', '엔', '믿다', '힘들다', '정도', '로', '정말', '만들다', '보다', '마지막', '후반', '부가', '살짝', '아쉽다', '하지만', '정도', '면', '수작', '이라고', '보다', '시간', '아깝다', '않다', '영화']"
143,2850477,0,"['볼', '만해']"
144,8513072,0,"['재미있다', '허풍', '떨다', '말다']"
145,8546726,0,"['용가리', '진짜', '짱짱맨', '이다', 'ㅋ']"
146,8674440,1,"['영화', '이제', '서다', '보다', '감히', '내', '인생', '최고', '영화', '중', '하나로', '꼽', '을', '수', '있다', '작품', '어떻다', '살', '아', '야하다', '나르다', '위', '고민', '을', '한번', '더', '되다', '시간', '그리고', '모건', '프리', '멀다', '나이', '들다', '여전하다', '섹시하다']"
147,6842532,0,"['작가', '별로', '다', '내', '용이', '진짜', '별로', '임', '맨날', '그냥', '기대', '하고', '재방송', '혹', '시나', '하고', '보다', '답', '없다', '진짜']"
148,9106604,1,"['명작', '이렇다', '명작', '있다', '싶다', '보고', '또', '보다', '여운', '남다', '영화']"
149,10261336,1,"['아', '진짜', '조금', '만', '더', '손', '보다', '왠만하다', '상업', '영화', '못', '지', '않다', '퀄리티', '쩔다', '만들다', '질', '수', '있다', '아쉽다', '그래도', '충분하다', '재미있다', '개인', '적', '조금', '만', '더', '잔인하다', '더', '자극', '적', '노출씬', '화끈하다', '어떻다', '국산', '영화', '라', '많이', '아끼다', '듯', '보임']"
150,8518274,0,"['그만', '끌', '고', '이제', '끝내', '라', '지겹다', '지겹다']"
151,7348295,0,['아']
152,5882876,1,"['역시', '드니', '로', '연기', '일품', '나다', '맥스', '샘', '을', '죽이다', '바랬다']"
153,8472176,1,"['나름', '괜찮다', '작품', '이다']"
154,4446905,1,"['너무', '좋다', '영화']"
155,6252170,0,"['정말', '실망', '스러웟음']"
156,8777723,0,"['배우', '지네', '안', '뜨다', '이런', '영화', '찍을껀데', '왜', '안', '뜨다', '진짜', '모르다', '면상', '딱', '보다', '알다', '왜', '지네', '자신', '모르다']"
157,8670820,0,"['어린이', '좋아하다', '내', '어리다', '적', '동심', '멀리', '뜨다', '낫다']"
158,3384269,0,"['무술', '인', '왜', '총을드', '나']"
159,7781028,1,['점']
160,9890330,1,"['크리스토퍼', '왈츠', '타란티노', '조합', '이란', 'ㅠㅠ']"
161,8660428,1,"['한국', '에선', '유명', '한편', '아니다', '외국', '에선', '상상', '초월', '유명하다', '영화', '이다']"
162,10212029,1,"['오랜', '만', '재밋', '늘다', '영화', '보다']"
163,8575963,1,"['종방', '되어다', '아쉽다', '오늘', '막', '방도', '보다', '방송', '대본', '꽤', '완성', '있다', '느낌', '받다', '요즘', '드라마', '막장', '지치다', '수백향', '정말', '바른', '드라마', '이다', '해', '요', '악역', '그리다', '심하다', '어이없다', '않다', '화이팅']"
164,7033414,0,"['평점', '조절', '위원회', '에서', '나오다', '웃음', '김혜선', '내일', '오다', '김', '순정', '순', '정이', '역할', '제일', '이다', '팜므파탈', '로써', '그', '정도', '까지', '해내다', '줄', '정말', '의외', '이다', '연기', '년', '사람', '에게', '요즘', '사극', '에서', '벌어지다', '있다', '그녀', '대한', '연', '기', '논란', '왠지', '코미디', '장면', '같다', '웃음']"
165,10122280,1,"['영화', '끝', '나가다', '때', '쯤', '멍하다', '다', '보다', '한마디', '나오다', '임', 'ㅈ', '같다']"
166,8062501,1,"['공유', '존잘', 'ㅎㅎㅎ']"
167,2937929,1,"['상쾌', '발랄하다', '영화', '다', '말', '껄끄런', '성', '이란', '소재', '유쾌하다', '해설']"
168,4777325,0,"['소파', '죽', '치고', '앉다', '지키다', '볼', '이유', '없다', '작품']"
169,7047706,1,['로큰롤']
170,7263316,0,"['주된', '타겟', '어린이', '니', '일반', '적', '인', '논리', '통', '않다', '건', '알다', '하지만', '게임', '흥미롭다', '않다', '요원', '이라는', '주인공', '너무', '무능력하다', '별로', '재미없다', '배경', '거슬리다']"
171,9297500,0,"['뮤지컬', '영화', '인데', '사운드', '녹음', '엉망', '남다', '춤', '못', '추다', '내용', '뻔하다', '뻔', '주인공', '목소리', '너무', '안', '어울리다', '어제', '에서', '뛰다', '나가다', '참다', '진심', '말리', '고', '싶다', '영국', '저', '예산', '용', '영화', '뮤지컬영화', '아니다', '맘마미아', '안되다']"
172,3234156,1,"['어리다', '보다', '꽤', '나', '좋아하다', '로맨틱코미디']"
173,6245450,0,"['게이물', '인', '줄', '모르다', '보다']"
174,5249559,0,"['알바', '끄다', '저', '라']"
175,8570013,0,"['영화', '머', '이다', '왜', '받다', '보다', '그것', '알고싶다', '영화', '배우', '스텝', '감독', '꼭두각시', '이다']"
176,8880577,0,"['대다', '최악']"
177,6197121,1,"['정말', '아름답다', '영화', '이다']"
178,9169160,1,"['자극', '적', '인', '것', '익숙해지다', '현대인', '보다', '눈', '을', '떼다', '힘드다', '연출', '력']"
179,10066840,1,"['뻑뻑', '자다', '읽다', '볼걸', '나다', '당하다']"
180,8681070,0,"['정말', '짜증', '극치', '보여주다', '영화', '굉장하다', '언밸러스', '느낌', '뚱뚱하다', '못', '생기다', '남자', '애', '발연기', '시종일관', '보다', '고역', '인', '듯', '간간히', '흘러나오다', '잔잔하다', '클래식', '풍', '음악', '조차도', '듣기', '싫다', '짜증나다', '정도', '로', '상당하다', '싫다', '영화']"
181,6077668,1,"['감동', '감동', 'ㅜㅜ', '정말', '최고', '네', '요']"
182,6555618,0,"['별', '점', '주기도', '아깝다', '얼마나', '내용', '진부하다', '욕', '밖에', '안', '나오다', '보고', '재밌다', '사람', '초딩', '인가요', '죄송하다', '너무', '화가', '나서다', '아무', '것', '볼', '게', '없다', '보지', '말다', '그냥', '티비', '판', '짜지다', '거', '같다']"
183,4989285,0,"['나', '왠만하다', '짜증', '알다']"
184,1711932,0,"['돼지', '피', '먹다', '닭목', '따다', '장면', '에선', '우웩', '역시', '무당', '아무나', '아니다']"
185,1870395,0,['버리다']
186,9829888,0,"['유치하다', '지루하다', '잠', '오다']"
187,8333987,0,"['류', '풍', '판타지', '점', '만', '가져가다']"
188,8126489,0,"['윤종신', '복귀', '좋다', '이하늘', '도대체', '왜', '뽑히다', '알다', '없다', '참가자', '실력', '을', '따다', '전', '심사', '위원', '인격', '실력', '부터', '쌓다', '오다', '어', '하', '어허', '그만']"
189,81637,1,"['광장', '작품', '옛날', '것', '보고', '싶다']"
190,23929,1,"['내', '생', '최고', '영화']"
191,6663588,1,"['어린시절', '너무', '무섭다', '재미있다', '보다', '추억', '판타지영화', '절대', '나쁘다', '짓다', '금물', '지옥', '가요']"
192,5503928,0,"['기존', '멜로영화', '형식', '을', '탈피', '감정', '절제', '지나치다', '너무', '담백하다', '영화']"
193,6344106,1,"['난', '사랑비', '서준', '에게', '쏙', '빠지다', '버리다', '초', '만에', '쏙', 'ㅋㅋ', '난', '절대', '잊다', '않다', '후회', '도안']"
194,10149152,1,"['이영화', '보', '니까', '교훈', '을', '주네', '요', '나다', '남다', '인생', '을', '화려하다', '살다', '말', '밖에', '안', '나오다']"
195,9295404,1,"['나름', '추억', '젖다', '들다', '좋다', 'ㅋㅋ', '아무', '생각', '없이', '가볍다', '보고오다', '추천', '요']"
196,9603725,1,"['단순하다', '싸이코', '물', '을', '벗어나다']"
197,9163009,0,"['게', '년도', '만들어지다', '가요', '아니다', '예전', '만들다', '다시', '개봉', '건가', '요', 'ㅠ', '너무', '허다', '접해', '요', 'ㅠ']"
198,9418231,1,"['넘다', '사랑스럽다', '영화', '다', 'ㅠㅠ', '보고', '연', '어', '보다', '넘다', '귀엽다', 'ㅠㅠ']"
199,9687122,1,"['청춘', '영화', '만이', '줄', '수', '있다', '감성', '넘치다', '나다', '순간', '지나가다', '다시', '돌아오다', '않다', '그', '순간', '만큼은', '무한', '젊음', '줄', '수', '있다', '그렇다', '감성']"
200,4038387,1,"['용', '건담', '시리즈', '중', '에서', '아직', '까지도', '최고봉']"
201,8913715,0,"['개콘', '요즘', '갈수록', '코너', '다', '노잼', '이고', '웃음', '이안', '난', '다']"
202,7927383,1,"['사다코', '서린', '우물', '펀치', 'ㅜㅜ', '감동']"
203,8508764,0,"['후세', '사랑', '되다', '결정', '적', '계기', '그', '시간', '표현', '되다', '않다', '시', '람', '생명', '을', '빼앗다', '이유', '등', '을', '시', '노', '출현', '연극', '으', '로', '더', '알다', '생각', '이든', '다', '또한', '시', '노', '얼마나', '본능', '을', '절제', '히', '면서', '시', '랑', '을', '노력', '더', '보여주다', '좋다', '뻔하다']"
204,3403149,0,"['새벽', '시간', '일본', '영화', '전부', '개', '졸작', '이다', '일본', '영화', '원', '래', '다', '이래']"
205,1119950,0,"['강수연', '나가다', '그리고', '최정원', '신음', '신']"
206,6976560,1,"['아', '정말', '김혜성', '너무', '예쁘다', '이현진', '웃다', '거', '정말', '하']"
207,4817061,0,"['가발', '쓰다', '싶다']"
208,1025241,1,"['화려하다', '여정', '이인상', '깊다', 'ㅋㅋ', '재밋어', '요', 'ㅋㅋ', '배두나', '연', '기', '정말', 'ㅋ']"
209,2922082,0,"['대들다', '위', '성적', '호기심', '영화']"
210,5444748,1,"['감동', '적', '인', '영화']"
211,9363921,1,"['이건', '말', '필요', '없다', '그냥', '닥치고', '보다']"
212,2361255,1,"['각기', '다른', '사람', '재밌다', '멋지다', '사랑', '영화']"
213,2385954,1,"['역시', '미국드라마', '파워', '정말', '알다', '없다', '그', '미묘하다', '사로자다', '버리다', '최고']"
214,5686473,1,"['너무', '너무', '훈훈하다']"
215,7227535,0,"['거', '응답', '하라', '에서', '은지원', '원', '스스로', '욕', '않다', 'ㅋㅋㅋㅋ']"
216,1508152,1,"['아', '너무', '웃기', '고', '배꼽', '빠지다', '뻔하다', '내', '컴', '영화', '있다']"
217,3943125,0,"['구성', '상당하다', '부실하다', '영화', '역시', '네이버', '평점', '믿다', '없다']"
218,1922525,0,"['장끌', '로드', '몰락', '을', '가져오다', '오우삼', '헐리우드', '작품', '중', '가장', '재미없다', '졸작']"
219,9039778,0,"['언', '제적', '영웅본색', '연출', '인지', '현실', '성', '제로', '인', '영화']"
220,7805059,1,"['작다', '하나', '에도', '설레다', '학창시절', '그때', '그', '느낌', '을', '다시', '느끼다', '보다', '시간', '이다', '장면', '하나', '하나', '대사', '하나', '하나', '배경음악', '하나', '하나', '버리다', '없다', '드라마']"
221,9324383,0,"['진심', '재미', '없다', '너무', '평점', '높다', '화남']"
222,9150201,0,"['더럽다', '재미없다', '어떻다', '형태', '로', '오다', '닿다', '않다', '허무하다', '완벽하다', '지루하다', '영화', '고', '영양가', '하나', '없다', '영화', '다']"
223,7473724,1,"['이승기', '정말', '연기', '조연', '연기', '정말']"
224,7573034,1,"['현실', '꿈', '꿈', '현실']"
225,4550192,1,"['오늘', '현충일', '특집', '프로', '로', '보다', '되어다', '년도', '매우', '훌륭하다', '작품', '이다']"
226,1347002,0,"['판', '미로', '동', '급']"
227,6590993,1,"['제대', '하고', '보', '니까', '더', '재밌다', 'ㅋㅋㅋㅋ']"
228,6580205,1,"['영화', '보다', '마음', '휴가', '다녀오다', '느낌', '소박하다', '잔잔하다', '지루하다', '않다', '그래서', '다시', '보다', '영화', '햇살', '가득하다', '비', '이의', '부엌', '요리', '인상', '적']"
229,9666256,0,"['코믹', '건', '좋다', '짜임새', '너무', '허다', '술', '하', '다']"
