word,index
둘,243
입다,244
외롭다,245
"""",246
나다,247
아프다,248
다시,249
나르다,250
기분,251
이라도,252
자살,253
무엇,254
아름답다,255
거의,256
살다,257
어디서,258
프랑스,259
곳,260
컴퓨터,261
항상,262
필요,263
방법,264
가보다,265
조심하다,266
지다,267
열심히,268
빨리,269
쉬다,270
차다,271
부탁,272
그냥,273
피,274
늙다,275
싫어하다,276
감기,277
아이,278
가르치다,279
지,280
노력,281
작다,282
궁금하다,283
소프트웨어,284
시도,285
이기다,286
이지,287
키,288
부르다,289
필요하다,290
니까,291
걱정,292
전부,293
지하철,294
뿐,295
너희,296
영어,297
행동,298
차,299
파티,300
없이,301
고맙다,302
이렇게,303
수가,304
대답,305
끔찍하다,306
조용하다,307
싸우다,308
요,309
사과,310
집중,311
보고,312
듣다,313
이름,314
마음,315
무섭다,316
느끼다,317
아마,318
뭘,319
이네,320
경찰,321
여자,322
맞다,323
아침,324
다른,325
반,326
세상,327
일해,328
제발,329
물어보다,330
나쁘다,331
예요,332
불다,333
다치다,334
이상하다,335
걸다,336
입,337
머리,338
강아지,339
끄다,340
자동차,341
은행,342
실수,343
달,344
자주,345
곧,346
아빠,347
만들다,348
후,349
한때,350
도움,351
갖다,352
정말로,353
동물,354
중요하다,355
음식,356
크리스마스,357
까지,358
마다,359
동안,360
슬프다,361
잊어버리다,362
바라다,363
죄송하다,364
비,365
멈추다,366
하나,367
버리다,368
용서,369
걔,370
소리,371
빠지다,372
틀리다,373
끝내다,374
열,375
이유,376
사용,377
키우다,378
녹다,379
래,380
굳다,381
빠르다,382
약,383
행복하다,384
텐데,385
침대,386
밤,387
놀라다,388
학생,389
관심,390
손,391
한국,392
정확하다,393
3,394
가끔,395
속,396
돌아가다,397
상황,398
산,399
그다지,400
딸,401
매일,402
데,403
선물,404
정도,405
아파트,406
만약,407
이라고,408
의사,409
년,410
피아노,411
겪다,412
훨씬,413
새,414
준비,415
저걸,416
서로,417
와인,418
존재,419
그거,420
운동,421
새롭다,422
거짓말쟁이,423
꽃,424
신,425
사라지다,426
어두워지다,427
사전,428
졸리다,429
가지다,430
조언,431
태어나다,432
바이러스,433
돌아오다,434
고용,435
중이,436
죽,437
일찍,438
결정,439
단지,440
부터,441
캐나다,442
사진,443
조금,444
위험하다,445
모자,446
저런,447
간,448
소설,449
척,450
대화,451
시험,452
다음,453
일주일,454
할아버지,455
한다는,456
부모님,457
두,458
어려움,459
진정하다,460
잡다,461
귀엽다,462
생기다,463
잊다,464
당장,465
멋지다,466
엄마,467
내다,468
답,469
흥미롭다,470
놓다,471
키스,472
빨갛다,473
끝나다,474
이나,475
총,476
지르다,477
똑똑하다,478
꾸다,479
생선,480
바뀌다,481
매우,482
버스,483
문,484
수도,485
의심,486
책임,487
굽다,488
울,489
숨다,490
다니다,491
최선,492
별로,493
충분하다,494
엔,495
이미,496
몸,497
보이,498
확실하다,499
성,500
과거,501
사회,502
지내다,503
단어,504
전혀,505
인지,506
자폐증,507
여행,508
기타,509
도착,510
2,511
구성,512
거지,513
가수,514
달라,515
쓸다,516
맛있다,517
대부분,518
고등학교,519
함께,520
성공,521
이야기,522
지구,523
명의,524
존,525
뛰다,526
쏘다,527
저리,528
들어오다,529
열다,530
그만하다,531
깊다,532
냄새,533
아래,534
바보,535
확인,536
진실,537
선,538
무시,539
내버리다,540
추다,541
남아,542
물고기,543
담배,544
잠,545
볼,546
축하,547
멍청하다,548
가방,549
시,550
안전하다,551
놓치다,552
농담,553
때문,554
증거,555
빨간색,556
세다,557
운,558
게임,559
시계,560
음악,561
나중,562
무언가,563
탓,564
월요일,565
변호사,566
눈치,567
요리,568
열쇠,569
피곤하다,570
시키다,571
몇몇,572
목표,573
유일하다,574
살이,575
씻다,576
테니스,577
고통,578
바닥,579
날씨,580
나오다,581
배,582
저녁,583
옷,584
해고,585
감옥,586
또,587
물이,588
늘다,589
서다,590
려고,591
계란,592
가격,593
얼마,594
대한,595
그치다,596
우산,597
밖에,598
상태,599
만난,600
시달리다,601
진단,602
간다,603
니,604
여성,605
오늘밤,606
여자애,607
달리,608
들어가다,609
빼다,610
안경,611
애쓰다,612
기술,613
회사,614
확신,615
편지,616
경험,617
어젯밤,618
가치,619
주,620
역사,621
마지막,622
오래,623
공항,624
앨리스,625
뇌,626
원어민,627
안녕,628
어서,629
나가다,630
완벽하다,631
재미있다,632
미소,633
약속,634
죽이다,635
타,636
천천히,637
가만히,638
반대,639
부럽다,640
저기,641
따르다,642
춤,643
쳐다보다,644
외국,645
늦잠,646
충격,647
움직,648
이고,649
춤추다,650
어,651
살아나다,652
이해해,653
오래되다,654
우울하다,655
비명,656
가을,657
드릴,658
들리다,659
초록색,660
하루,661
매력,662
목소리,663
상사,664
게으르다,665
자고,666
마시다,667
창피하다,668
포기,669
경고,670
어딨다,671
후회,672
계획,673
훔치다,674
아이디어,675
술,676
영화,677
인생,678
구,679
2013년,680
소심하다,681
잘못,682
예약,683
티비,684
상자,685
유용하다,686
즐겁다,687
처지,688
당하다,689
선택,690
카메라,691
찌다,692
스키,693
마약,694
전화,695
아프리카,696
뭐라다,697
여권,698
이란,699
식사,700
거리,701
(,702
경향,703
사,704
1,705
더하기,706
대다,707
화가,708
4,709
나라,710
형,711
코트,712
불,713
앞,714
권,715
살일,716
두렵다,717
완전하다,718
길,719
작년,720
끼다,721
근처,722
tom,723
전쟁,724
고기,725
떨어지다,726
미치다,727
종류,728
본,729
가기,730
선호,731
어쩔,732
드레스,733
우울증,734
뒤지다,735
기회,736
여섯,737
심각하다,738
물리다,739
아내,740
병,741
공,742
딱하다,743
내년,744
원인,745
알려지다,746
꼴,747
오후,748
예전,749
오직,750
일본,751
면,752
냉장고,753
짓,754
돌리다,755
삼,756
수백,757
설득,758
가능하다,759
점프,760
연락,761
동의,762
보여주다,763
동작,764
일어서다,765
지불,766
그만두다,767
재밌다,768
기절,769
유감,770
내리다,771
죠,772
주의,773
돌다,774
신경,775
고르다,776
따뜻하다,777
전해,778
가까이,779
안해,780
긴장,781
개다,782
죽지,783
작별인사,784
얼굴,785
기침,786
숨,787
저건,788
땅,789
거절,790
주장,791
정신,792
자폐,793
약혼,794
겨울,795
순진하다,796
긍정,797
졸업,798
평화,799
편안하다,800
쉽다,801
변화,802
처신,803
저희,804
기도,805
어울리다,806
장례식,807
오해,808
검은색,809
벗다,810
연필,811
전화하다,812
머리카락,813
잃어버리다,814
보름달,815
친절하다,816
자리,817
한텐,818
해내다,819
샴폐,820
밖,821
걸음,822
일곱,823
깨우다,824
답장,825
가난하다,826
질,827
극히,828
고려,829
아끼다,830
화나다,831
켜다,832
참으로,833
결코,834
변하다,835
케이크,836
신발,837
에게는,838
남다,839
깜짝,840
쯤,841
실현,842
뻔,843
실제,844
이기,845
뜻,846
기대하다,847
전공,848
지각,849
제안,850
스럽다,851
알아보다,852
만드,853
불안하다,854
효과,855
증명,856
관,857
파이,858
어린이,859
눕다,860
해외,861
30분,862
아들,863
격려,864
어둡다,865
커피,866
창문,867
말씀,868
셔츠,869
캐나다인,870
의학,871
훌륭하다,872
매니저,873
피우다,874
대,875
심하다,876
외로움,877
겁,878
인기,879
초대,880
가게,881
찍다,882
종종,883
드리다,884
도울,885
덥다,886
남편,887
일인,888
부엌,889
연주,890
현재,891
맡다,892
직접,893
대로,894
핸드폰,895
안나,896
도서관,897
넣다,898
이라는,899
낭비하다,900
봄,901
막,902
할인,903
파다,904
색깔,905
빵,906
산책,907
수업,908
에서는,909
갈색,910
교수,911
데리다,912
예술,913
마치,914
헤로인,915
힘드다,916
불행하다,917
파란색,918
파란,919
엄청,920
자르다,921
대체,922
한심하다,923
방해,924
남성,925
코드,926
쿠키,927
표현,928
뜰,929
알아채다,930
라면,931
위,932
제대로,933
현관,934
10월,935
예상,936
신앙심,937
흔들리다,938
강하다,939
매리,940
채다,941
약간,942
공기,943
돌보다,944
설명,945
세계,946
옆집,947
이웃,948
가깝다,949
병원,950
사생활,951
낮다,952
요즘,953
기술자,954
겁니다,955
결심,956
터지다,957
자랑스럽다,958
대략,959
낭비,960
직업,961
바꾸다,962
점점,963
남기다,964
여름방학,965
어느,966
여지,967
3년,968
불가능하다,969
슈퍼마켓,970
다르다,971
부분,972
최종,973
화,974
상상,975
어머님,976
의미,977
치즈,978
기다,979
건강하다,980
마디,981
인데,982
인류,983
희망이,984
뒤,985
삼십,986
이빨,987
질병,988
라니까,989
특별하다,990
편이,991
남한,992
아버지,993
에만,994
달러,995
지는,996
청소,997
부인,998
가족,999
강,1000
에선,1001
정보,1002
누나,1003
울음,1004
터뜨리다,1005
사이,1006
관점,1007
여,1008
근로자,1009
보호,1010
딱,1011
잠깐,1012
공격,1013
리가,1014
굉장하다,1015
공정하다,1016
시끄럽다,1017
설거지,1018
꺼지다,1019
서두르다,1020
눈물,1021
짖다,1022
따라오다,1023
물론,1024
진심,1025
참다,1026
가져오다,1027
절대로,1028
따라가다,1029
우릴,1030
신다,1031
사랑스럽다,1032
킬킬,1033
옆,1034
사기,1035
실패하다,1036
고개,1037
끄덕이다,1038
오른쪽,1039
은퇴,1040
맥주,1041
떨리다,1042
둘러보다,1043
타이밍,1044
식물,1045
자라다,1046
속임수,1047
박수,1048
빠져나가다,1049
거렸,1050
앓다,1051
현실,1052
가도,1053
조사,1054
유령,1055
집다,1056
짜증나다,1057
낡다,1058
움직이다,1059
도망,1060
투덜거리다,1061
빨르다,1062
실없다,1063
멀쩡하다,1064
성공하다,1065
성향,1066
죄책감,1067
그립다,1068
톰입니,1069
모습,1070
분명하다,1071
자백,1072
주저,1073
간단하다,1074
찾아보다,1075
진행,1076
야옹,1077
얼음,1078
항복,1079
랩,1080
소외,1081
창피해,1082
상당하다,1083
잔돈,1084
끓다,1085
교육,1086
꽉,1087
선수,1088
에겐,1089
계시다,1090
번호,1091
신중하다,1092
즉시,1093
길다,1094
선생,1095
짜다,1096
관리자,1097
환상,1098
입장,1099
조차,1100
취,1101
지켜보다,1102
허락,1103
에요,1104
낯,1105
먹이,1106
하자,1107
미혼,1108
토,1109
라디오,1110
통과,1111
건강,1112
실례,1113
심지어,1114
닮다,1115
틀림없이,1116
옮기다,1117
그날,1118
아스퍼거,1119
거치다,1120
개방,1121
약하다,1122
지루하다,1123
이루어지다,1124
정상,1125
늘,1126
동감,1127
이에요,1128
하,1129
실망,1130
싱글,1131
대디,1132
사용자,1133
닫히다,1134
바,1135
솔직하다,1136
말고,1137
고립,1138
경제학,1139
의견,1140
기차,1141
코카인,1142
애묘,1143
만족스럽다,1144
질리다,1145
여기다,1146
개인,1147
아무렇다,1148
살해,1149
연습,1150
추측,1151
관심사,1152
직장,1153
배고프다,1154
굴,1155
펜,1156
요청,1157
돕다,1158
젊다,1159
2시,1160
불명,1161
쪽,1162
근육,1163
히터,1164
나이프,1165
시력,1166
거부,1167
께서는,1168
손해,1169
웃기다,1170
동영상,1171
쓰이다,1172
달걀,1173
피자,1174
평소,1175
의욕,1176
전화기,1177
놔두다,1178
기쁘다,1179
실망하다,1180
유행,1181
),1182
전입,1183
최대한,1184
단체,1185
인가,1186
아기,1187
결혼식,1188
일어나고,1189
녹이다,1190
일어나지,1191
염색,1192
나기,1193
처리,1194
.),1195
야하다,1196
대하,1197
당,1198
지난주,1199
사업,1200
소셜,1201
미디어,1202
이보,1203
스럽게,1204
넘다,1205
잡지,1206
금발,1207
소년,1208
의자,1209
차갑다,1210
깎다,1211
해봤다,1212
감정,1213
상하,1214
날씬하다,1215
비밀,1216
부치다,1217
바이올린,1218
평등하다,1219
비디오,1220
망치다,1221
부,1222
동생,1223
일종,1224
설탕,1225
중대하다,1226
시인,1227
외,1228
바지,1229
마찬가지,1230
버터,1231
서핑,1232
팀,1233
이세,1234
가위,1235
와도,1236
껍질,1237
적절하다,1238
그때,1239
계산,1240
번역,1241
토끼다,1242
주위,1243
놀다,1244
미래,1245
해킹,1246
팔,1247
도구,1248
간신히,1249
규칙,1250
저혈압,1251
칠하다,1252
두통,1253
검토,1254
어째서,1255
상관없다,1256
속이다,1257
진화론,1258
하니,1259
살펴보다,1260
다섯,1261
기원,1262
갑자기,1263
비참하다,1264
오스트레일리아,1265
밤새,1266
톰한테,1267
우정,1268
표시,1269
잭슨,1270
또래,1271
처음,1272
장애,1273
개발자,1274
무척,1275
스페인어,1276
눈길,1277
침술,1278
혼나다,1279
가짜,1280
이랑은,1281
비싸다,1282
부유하다,1283
오두막,1284
로맨틱,1285
니코틴,1286
겠다,1287
발표,1288
든,1289
불어,1290
신나다,1291
오픈,1292
소스,1293
감자,1294
6,1295
달이,1296
밝다,1297
헌신,1298
회피,1299
옳다,1300
정원,1301
애석하다,1302
제일,1303
캐,1304
묻다,1305
오,1306
팔지,1307
레스토랑,1308
딸기,1309
부상,1310
분야,1311
설치,1312
3시간,1313
내내,1314
감염,1315
대륙,1316
동등,1317
길이,1318
숙제,1319
로는,1320
여전하다,1321
실업,1322
점심,1323
뿐이다,1324
기,1325
진화,1326
의하다,1327
황당하다,1328
가라,1329
와는,1330
저지르다,1331
중심,1332
지난,1333
여름,1334
어딘가,1335
혼란,1336
듯,1337
카우보이,1338
이번,1339
귀찮다,1340
마저,1341
화재,1342
익숙하다,1343
해결,1344
건지다,1345
말라리아,1346
고대,1347
추천,1348
뛰어나다,1349
비행기,1350
유지,1351
훈련,1352
침묵,1353
끝,1354
알맞다,1355
질투,1356
소음,1357
내지,1358
복잡하다,1359
일요일,1360
"?""",1361
".""",1362
메터,1363
학급,1364
예정,1365
완전,1366
이사,1367
사람과,1368
낚시,1369
단,1370
보단,1371
남동생,1372
보통,1373
막다,1374
적어도,1375
라고는,1376
에너지,1377
런던,1378
도시,1379
만에,1380
준,1381
관계,1382
힘들다,1383
샌드위치,1384
점,1385
바퀴,1386
망상,1387
방학,1388
하나요,1389
반복,1390
단언,1391
싸이코패스,1392
다람쥐,1393
나서다,1394
서른,1395
형제,1396
로서,1397
취해,1398
"1,000",1399
소개,1400
체스,1401
프로젝트,1402
유기농,1403
지나다,1404
공원,1405
무의미하다,1406
토요일,1407
수영장,1408
고기랑,1409
잡,1410
도넛,1411
오랜,1412
해변,1413
만들어지다,1414
하리,1415
초등학교,1416
에게서,1417
동,1418
며칠,1419
방문,1420
꼴찌,1421
18,1422
합,1423
기계,1424
마시멜로,1425
그나저나,1426
등분,1427
나누다,1428
잃다,1429
음,1430
아스,1431
퍼거,1432
증후군,1433
거니,1434
마음껏,1435
단언컨대,1436
기기,1437
채,1438
그저께,1439
종교,1440
실력,1441
어르다,1442
소식,1443
존경,1444
발견,1445
제외,1446
그리다,1447
꺼내다,1448
온,1449
호수,1450
근데,1451
연애,1452
사무실,1453
벽,1454
대기,1455
나머지,1456
스트레스,1457
휴대폰,1458
20분,1459
미국,1460
이든,1461
거나,1462
어머니,1463
교통사고,1464
블로그,1465
만일,1466
그리고,1467
우와,1468
꼼짝,1469
나야,1470
때리다,1471
건너,1472
환영,1473
힘내다,1474
작동,1475
크게,1476
흘리다,1477
끝내주다,1478
행운,1479
빌어,1480
움켜쥐다,1481
손대다,1482
잡고,1483
7시,1484
45분,1485
인사,1486
잠자코,1487
침착하다,1488
물러서다,1489
그래서,1490
꾸벅,1491
졸다,1492
뜨개질,1493
왼쪽,1494
좌회전,1495
가상하다,1496
인내심,1497
운반,1498
마주,1499
불타다,1500
어찌나,1501
비키다,1502
헉,1503
끙끙대다,1504
한숨,1505
코,1506
골다,1507
하품,1508
우회,1509
정해,1510
활기차다,1511
애도,1512
끝내,1513
진지하다,1514
안타깝다,1515
불공평하다,1516
최고,1517
포옹,1518
복종,1519
익사,1520
빠져나오다,1521
내쉬다,1522
날숨,1523
찡그리다,1524
피식,1525
낄낄,1526
키득거리다,1527
씩,1528
씨익,1529
들이마시다,1530
무릎,1531
꿇다,1532
치고,1533
쉬엄쉬엄,1534
쇠고기,1535
피다,1536
붉다,1537
앞쪽,1538
숟가락,1539
건방지다,1540
피나,1541
더워지다,1542
파고,1543
파,1544
피지,1545
흐느껴,1546
소리치다,1547
승낙,1548
싱긋,1549
빙그레,1550
입대,1551
움찔,1552
궁,1553
시렁,1554
성적,1555
날렵하다,1556
어깨,1557
으쓱,1558
휘파람,1559
설마,1560
로프,1561
향수병,1562
파이어폭스,1563
신앙,1564
도박,1565
드러내다,1566
떠들다,1567
어쨌든,1568
머뭇거리다,1569
정직하다,1570
새해,1571
복,1572
쪼들리다,1573
독서,1574
라자냐,1575
한국말,1576
좀더,1577
큰소리,1578
만이,1579
티켓,1580
폭력,1581
자원,1582
끓이다,1583
새벽,1584
열차,1585
이라니,1586
감,1587
유죄,1588
판결,1589
동물원,1590
삐친,1591
윤리,1592
습하다,1593
당황,1594
생,1595
연습생,1596
투표,1597
달리기,1598
자웠했어,1599
전문가,1600
천재,1601
구나,1602
검,1603
파일,1604
계산서,1605
지갑,1606
체계,1607
반갑다,1608
일도,1609
불평,1610
걔네,1611
초,1612
후보,1613
고아,1614
흥분하다,1615
마르지,1616
울리다,1617
떨다,1618
무료,1619
것좀,1620
신의,1621
가호,1622
손톱,1623
걷어차다,1624
수박,1625
문자,1626
흔들다,1627
골프,1628
하라,1629
폐해,1630
참을성,1631
단순하다,1632
소녀,1633
지고,1634
꿈일,1635
한판,1636
삶다,1637
짧다,1638
께서,1639
축복,1640
과민반응,1641
경기,1642
현금,1643
가져가다,1644
조잡하다,1645
발상,1646
입술,1647
욕심,1648
부리,1649
건배,1650
앵무새,1651
회원,1652
허상,1653
발,1654
나좀,1655
전등,1656
춥다,1657
발끈,1658
묶다,1659
후퇴,1660
책입,1661
와이파이,1662
짐작,1663
컵,1664
기사도,1665
다한,1666
오십,1667
대야,1668
자지,1669
쉬,1670
놨어,1671
쿨하다,1672
공산주의,1673
유괴,1674
당한,1675
산타,1676
얘,1677
이따,1678
어도,1679
풀리다,1680
사이트,1681
해하,1682
다국어,1683
솔로,1684
가리다,1685
몽상,1686
잠기다,1687
더럽다,1688
시르다,1689
하얀색,1690
여기저기,1691
메세지,1692
전염,1693
사료,1694
돌고래,1695
호기심,1696
서재,1697
새집,1698
의도,1699
퇴근,1700
철회,1701
프랑스인,1702
추기,1703
리지,1704
그대로,1705
내려지다,1706
사항,1707
주된,1708
걱정거리,1709
2:30,1710
싸다,1711
깡패,1712
어지러움,1713
아이야,1714
신세,1715
빛,1716
반사,1717
대단하다,1718
카페인,1719
감다,1720
콩,1721
스프,1722
치실,1723
비웃다,1724
지치다,1725
택시,1726
남,1727
달리다,1728
들르다,1729
출처,1730
스럽지,1731
심장,1732
목격자,1733
가스,1734
떨어뜨리다,1735
쫓아가다,1736
매끈하다,1737
닦다,1738
맥박,1739
우선,1740
할퀴다,1741
방금,1742
모욕,1743
별명,1744
닫다,1745
하나님,1746
기만,1747
참석,1748
멀리,1749
초콜렛,1750
꿈꾸다,1751
사지,1752
그저,1753
잠자다,1754
검도,1755
무술,1756
라이센스,1757
검사,1758
뜨겁다,1759
기발하다,1760
국,1761
관리,1762
번역가,1763
동기부여,1764
결단,1765
력,1766
일으키다,1767
색,1768
건망증,1769
개미,1770
일정하다,1771
속도,1772
때우다,1773
6시,1774
일어난다,1775
윙윙,1776
아깝다,1777
취소,1778
미안,1779
빌다,1780
께,1781
신인,1782
버튼,1783
누르다,1784
희다,1785
신호야,1786
신호,1787
헷빛,1788
마음대로,1789
표적,1790
겨눴다,1791
자택,1792
부족하다,1793
색소폰,1794
피곤,1795
어둠,1796
맨날,1797
물리,1798
푹,1799
따라잡다,1800
휴식,1801
초보,1802
경쟁,1803
사각형,1804
각,1805
자료,1806
인용,1807
공짜,1808
그리스,1809
꼬마,1810
그러다가,1811
차분해지다,1812
주리,1813
감동,1814
자각,1815
자연,1816
생활,1817
나날,1818
우려,1819
최악,1820
맙소사,1821
어떡하다,1822
흥미진진,1823
실행,1824
북쪽,1825
거래,1826
값,1827
올라가다,1828
아보,1829
철로,1830
난간,1831
마르다,1832
엄청나다,1833
로비,1834
날다,1835
지우다,1836
순,1837
멍청이,1838
문화,1839
도둑,1840
아침식사,1841
내려오다,1842
차로,1843
전자담배,1844
보험,1845
악수,1846
지하실,1847
식,1848
오빠,1849
미루다,1850
턱수염,1851
땋았다,1852
롭고,1853
탄약,1854
바닥나다,1855
대학생,1856
리기,1857
주차,1858
속인,1859
악티늄,1860
"1,050",1861
°,1862
c,1863
시민,1864
오르간,1865
칠,1866
코코넛,1867
단단하다,1868
절박,1869
유언,1870
장,1871
정답,1872
메시지,1873
해독,1874
누군지,1875
볼펜,1876
외과의사,1877
우습다,1878
도도하다,1879
다른사람,1880
이든지,1881
촌스럽다,1882
들어서다,1883
신뢰,1884
약국,1885
킬로그램,1886
쓸데없다,1887
제자리,1888
까지나,1889
유방암,1890
배움,1891
말장난,1892
강제,1893
앉히다,1894
두르다,1895
어디가,1896
수고,1897
교훈,1898
진흙탕,1899
유망,1900
포장,1901
별,1902
안보,1903
멋있다,1904
내놓다,1905
자식,1906
붙다,1907
드디어,1908
교외,1909
문서,1910
서명,1911
감자칩,1912
듯이,1913
하얗다,1914
곰곰,1915
쾅,1916
스펙트럼,1917
무례하다,1918
태도,1919
다가오다,1920
5년,1921
사건,1922
허송,1923
세월,1924
스카이프,1925
절,1926
유혹,1927
정당,1928
화하다,1929
그중,1930
출구,1931
인가요,1932
헌혈,1933
국어,1934
슬픔,1935
에게도,1936
최소한,1937
여러,1938
즉각,1939
외동,1940
쏠,1941
뭔,1942
방이,1943
감당,1944
중년,1945
회색,1946
침실,1947
정리,1948
컵케익,1949
뜨다,1950
접시,1951
깨끗하다,1952
공휴일,1953
도에,1954
요령,1955
피우지,1956
학습,1957
고혈압,1958
검소,1959
과체중,1960
열정,1961
만날,1962
음료,1963
멕시코인,1964
사로자다,1965
불교,1966
인도,1967
유래,1968
예,1969
여우,1970
군인,1971
교도소,1972
유럽,1973
끊다,1974
견고하다,1975
라곤,1976
느낌,1977
d,1978
대의,1979
우연이,1980
양보,1981
상해,1982
예민하다,1983
부모,1984
혹시,1985
가버리다,1986
고생,1987
의무,1988
수사,1989
비단,1990
지지,1991
회의,1992
어르신,1993
굶다,1994
자석,1995
뉴스,1996
주소,1997
정장,1998
입지,1999
집안,2000
패스트푸드,2001
장님,2002
귀머거리,2003
벙어리,2004
검다,2005
장담,2006
우기다,2007
무죄,2008
체중,2009
책임감,2010
논리,2011
주기,2012
탈,2013
작곡가,2014
역할,2015
받아들이다,2016
반짝이다,2017
금은,2018
주말,2019
취한,2020
짐,2021
의료,2022
언젠가,2023
잡히다,2024
난처하다,2025
의치,2026
우연,2027
일치,2028
우연히,2029
옛날,2030
10,2031
킬로미터,2032
달다,2033
공평하다,2034
물주,2035
기르다,2036
망나니,2037
샤워,2038
수상,2039
리눅스,2040
40,2041
당근,2042
벗기다,2043
제곱,2044
36,2045
알아듣다,2046
빛나다,2047
투성이,2048
정글,2049
법칙,2050
썩,2051
브랜디,2052
배우,2053
전기기사,2054
야구,2055
노랗다,2056
계단,2057
향,2058
걸어가다,2059
한가지,2060
따끈하다,2061
용,2062
수염,2063
끈질기다,2064
항생제,2065
물어,2066
곱하기,2067
이십오,2068
모국어,2069
햄버거,2070
남자친구,2071
즐기다,2072
과목,2073
파리,2074
갈래,2075
잔디,2076
밟다,2077
금보,2078
제철,2079
건물,2080
지붕,2081
해달라다,2082
선하다,2083
선구자,2084
개척,2085
수다,2086
쟁이,2087
진통제,2088
불면증,2089
성숙하다,2090
윗방,2091
머물다,2092
속셈,2093
논쟁,2094
공중전화,2095
공통점,2096
채식주의자,2097
수렁,2098
쓸모,2099
영혼,2100
이야말로,2101
영원하다,2102
16,2103
20,2104
치인,2105
알몸,2106
샤워실,2107
70년,2108
가야,2109
토마토,2110
막장,2111
에서야,2112
다이어트,2113
았았,2114
당시,2115
열세,2116
분만,2117
직감,2118
적다,2119
무겁다,2120
흰색,2121
끊임없다,2122
데이터,2123
쓸모없다,2124
유리컵,2125
부서지다,2126
세워지다,2127
결투,2128
삭제,2129
허물,2130
가정,2131
메스암페타민,2132
좋아지다,2133
산다,2134
이래,2135
청바지,2136
주요한,2137
그룹,2138
경찰서,2139
상,2140
보이지,2141
첫,2142
번째,2143
디즈니랜드,2144
고고학,2145
야근,2146
보지,2147
집의,2148
지름길,2149
사라,2150
방어,2151
테,2152
자신감,2153
고치다,2154
자꾸,2155
이군,2156
엄격하다,2157
부자,2158
평판,2159
파탄,2160
야행성,2161
덤불,2162
다리,2163
밑,2164
흐르다,2165
사계절,2166
실,2167
친척,2168
도우,2169
뚱뚱하다,2170
방식,2171
탱고,2172
공무원,2173
다양하다,2174
구비,2175
적응,2176
복수형,2177
해도,2178
1분,2179
순수하다,2180
근절,2181
뿌리,2182
뽑다,2183
이전,2184
화성,2185
생명,2186
살인자,2187
찢다,2188
과일,2189
이혼,2190
중국어,2191
봉사활동,2192
수면,2193
부족,2194
아무리,2195
신념,2196
꺾다,2197
강력하다,2198
무기,2199
뱀,2200
냉혈,2201
겁줄,2202
태양,2203
연못,2204
욕구,2205
톰보,2206
화장실,2207
변기,2208
막히다,2209
현관문,2210
밀치다,2211
나아가다,2212
아마도,2213
상대,2214
재미없다,2215
한가운데,2216
바베큐,2217
익숙해지다,2218
고급,2219
인력,2220
스웨덴,2221
스위스,2222
1000,2223
지혜,2224
로운,2225
리더,2226
