word,index
동물,280
의사,281
파티,282
간,283
함께,284
할수있다,285
어느,286
두,287
의미,288
훨씬,289
할것이다,290
나무,291
이런,292
절대,293
이렇게,294
키,295
기억,296
외로워,297
좋아한다,298
실수,299
않을거야,300
어디서,301
이었어,302
세,303
도움,304
항상,305
아침,306
종종,307
남편,308
소년,309
하기,310
선물,311
정도,312
위,313
마다,314
소프트웨어,315
공원,316
알았어,317
니야,318
하러,319
하지마,320
다시,321
해줘,322
소리,323
싫어,324
그냥,325
꽃,326
알고있었어,327
좀더,328
은행,329
전부,330
수,331
경찰,332
일찍,333
결정,334
단지,335
몸,336
성,337
아마,338
여행,339
되어있어,340
거리,341
속,342
탐은,343
오늘밤,344
없이,345
음식,346
매일,347
없는,348
한다는,349
세계,350
상,351
에서가,352
시도,353
해봐,354
그래서,355
집중,356
라,357
피,358
강아지,359
였다,360
샀어,361
나를,362
뭘,363
지하철,364
아빠,365
방,366
사회,367
차,368
자주,369
정말로,370
적있어,371
할것,372
나라,373
새로운,374
라는,375
작은,376
종류,377
고등학교,378
역사,379
발견,380
마세요,381
준비,382
이지,383
제발,384
이렇게나,385
운동,386
어,387
일해,388
입,389
이라도,390
왔다,391
봤어,392
이일,393
는걸,394
난이,395
어려워,396
중이,397
잘못,398
받았어,399
한때,400
아들,401
단어,402
전혀,403
인지,404
하는것을,405
해본,406
이내,407
그다지,408
대한,409
후,410
근처,411
갈거야,412
있는지,413
이그,414
회사,415
건,416
반,417
부모님,418
에도,419
병,420
에의,421
직업,422
이야기,423
하는것은,424
어려움,425
아름다운,426
오늘날,427
조심해,428
냄새,429
존재,430
걔,431
예요,432
엄마,433
쳐,434
식물,435
부탁,436
사과,437
내일,438
변화,439
감기,440
생선,441
않다,442
갈수,443
영화,444
되었어,445
해야해,446
침대,447
고용,448
좋아하지,449
잠,450
당,451
있을거야,452
몇몇,453
어린이,454
손,455
과거,456
어는,457
널,458
부터,459
유행,460
주,461
상황,462
대화,463
그때,464
있었어,465
시험,466
아파트,467
모르겠어,468
할아버지,469
부모,470
안경,471
기술,472
편지,473
별,474
피아노,475
숙제,476
공,477
그런,478
지구,479
미국,480
거나,481
나도,482
먹어,483
저걸,484
비,485
당장,486
와인,487
선,488
하고있어,489
답,490
거짓말쟁이,491
담배,492
있어요,493
늙었어,494
좋아해요,495
갔어,496
보였어,497
기도,498
버스,499
였어,500
이제,501
빌려줄래,502
빨간색,503
들었어,504
보냈어,505
아이디어,506
소녀,507
줬어,508
시계,509
둘다,510
조언,511
좋아요,512
신발,513
바이러스,514
최선,515
한적,516
되지,517
엔,518
살이,519
왜톰,520
될거야,521
캐나다,522
할줄,523
배,524
사진,525
조금,526
옷,527
야할것,528
하는,529
생활,530
또,531
물이,532
가격,533
얼마,534
권,535
내딸,536
입고있어,537
않은데,538
밖에,539
다음,540
간다,541
야한다,542
음료,543
같진,544
이라고,545
크리스마스,546
기회,547
모른다,548
줄,549
이고,550
번째,551
오후,552
번,553
씨,554
공항,555
도시,556
통증,557
가족,558
되면,559
지역,560
근로자,561
때때로,562
나서,563
과학자,564
양,565
될것이다,566
다이옥신,567
안녕,568
이겼어,569
리가,570
고마워,571
합니다,572
떠났어,573
죄송합니다,574
물론,575
읽어,576
아래,577
써,578
천천히,579
용서,580
커,581
괜찮은,582
불러,583
그거,584
전해,585
않습니다,586
도안,587
물고기,588
잘해,589
축하,590
하루,591
받았다,592
될까,593
가방,594
전문가,595
하기를,596
농담,597
싶지,598
문,599
달,600
계획,601
증거,602
의심,603
사전,604
게임,605
보인다,606
곧,607
에게는,608
많아,609
요리,610
열쇠,611
죽,612
실제,613
관,614
이미,615
스키,616
테니스,617
배워,618
고통,619
바닥,620
창문,621
을사,622
날씨,623
자폐증,624
셔츠,625
훌륭한,626
언,627
인기,628
로운,629
좋겠다,630
아기,631
가끔,632
구성,633
각,634
감옥,635
됐어,636
갔다,637
달라,638
수업,639
저런,640
c,641
우산,642
같지,643
일주일,644
좋았을텐데,645
화,646
여자애,647
인도,648
쓰는,649
가나,650
주장,651
전쟁,652
확신,653
우울증,654
에여,655
겁니다,656
성공,657
원,658
첫,659
마지막,660
끝,661
뒤,662
아버지,663
해하,664
달러,665
늑대,666
한다면,667
종교,668
인터넷,669
사무실,670
특히,671
이었다,672
tv,673
식사,674
어머니,675
사이,676
사랑니,677
여러분,678
로부터,679
하지만,680
물었다,681
도와줘,682
진정해,683
어서,684
믿어,685
바라,686
서로,687
바보,688
래,689
내버려,690
가정,691
외국,692
안해,693
잤어,694
충격,695
얼굴,696
썼어,697
걸어,698
가도,699
열,700
정신,701
않아요,702
걸렸어,703
살수,704
좋아합니다,705
싫어해,706
초록색,707
매력,708
목소리,709
사라졌어,710
상사,711
선수,712
줘,713
하는게,714
자리,715
밖,716
가르쳤어,717
답장,718
음악,719
무언가,720
가안,721
경고,722
태어났어,723
그날,724
월요일,725
변호사,726
눈치,727
에다,728
구,729
않을것이다,730
있을까,731
책임,732
뜻,733
가기,734
도일,735
그남자,736
효과,737
목표,738
주된,739
에만,740
배울수있어,741
둘,742
아프리카,743
하면,744
사,745
키스,746
이란,747
냐,748
있습니다,749
하도록,750
갔으면,751
운,752
께,753
위험,754
부엌,755
직접,756
모자,757
코트,758
봄,759
산,760
어려,761
색깔,762
에서나,763
계란,764
오늘아침,765
식,766
동생,767
예술,768
마치,769
보내고있어,770
외,771
이세,772
소설,773
다른사람,774
남성,775
에나,776
상태,777
시달리고있어,778
진단,779
쓰고있어,780
처음,781
있지,782
침술,783
선호,784
있다면,785
고생,786
할수도,787
약간,788
할수는,789
아니다,790
있니,791
지는,792
경험,793
어려운,794
설명,795
배우,796
어젯밤,797
이상한,798
심각한,799
는가,800
점점,801
여름,802
않는,803
부분,804
인척,805
다리,806
해결,807
상상,808
유지,809
했을,810
보고,811
아마도,812
할말이있니,813
오직,814
서울,815
알았다,816
앨리스,817
점,818
존,819
어렸을,820
해변,821
미국인,822
방문,823
아니라,824
최근,825
있고,826
처,827
중요한,828
보호,829
함,830
으로써,831
계,832
가득,833
돼지,834
소,835
전세계,836
일반,837
은세계,838
오렌지,839
광고,840
보았다,841
삶,842
에서의,843
이러한,844
기다려,845
공격,846
저리,847
슬퍼,848
그만해,849
아파,850
앉아,851
지불,852
잊어버려,853
미소,854
주의,855
가져,856
쳤어,857
울었어,858
기다렸어,859
멋져,860
확인,861
절대로,862
괜찮아,863
가만히,864
반대,865
따라,866
다쳤어,867
가까이,868
늦잠,869
울,870
아파요,871
살아남았어,872
이해해,873
땅,874
조용히,875
끝냈어,876
자폐,877
총,878
비명,879
키우고있어,880
평화,881
가을,882
늦어서,883
필요해,884
넌톰,885
내게,886
저희,887
검은색,888
교육,889
원한다,890
바빠,891
아냐,892
초,893
포기,894
후회,895
일어났어,896
난널,897
는단,898
극,899
히,900
먹이,901
하자,902
인생,903
나중,904
졸려,905
통과,906
믿지,907
생겼어,908
먹고있어,909
예약,910
티비,911
탓,912
충분히,913
의방,914
가지고있어,915
처지,916
드,917
카메라,918
이를,919
은총,920
보이,921
이상하게,922
전화,923
빠르게,924
가더,925
궁금하네,926
굴어,927
야했다,928
방금,929
여권,930
있습니까,931
말씀,932
꿨어,933
배우고싶어,934
탔다,935
어때,936
저녁식사,937
초대,938
경향,939
인가,940
뭔,941
신호,942
화가,943
현재,944
오래된,945
해고,946
이보,947
에서만,948
이라는,949
감정,950
작아,951
앉았다,952
문화,953
산책,954
배우고있어,955
힘든,956
롭고,957
바지,958
알려,959
대체,960
완전히,961
그치,962
길,963
작년,964
지난,965
방해,966
미래,967
tom,968
쿠키,969
사건,970
했었어,971
같은건,972
고기,973
여러,974
했으면,975
했다면,976
라면,977
상자,978
났다,979
하다,980
어쩔,981
드레스,982
중요하다,983
해줄래,984
불어,985
했다는,986
했다고,987
자가,988
병원,989
살아있는,990
오,991
여섯,992
기타,993
같다,994
건물,995
할지,996
결심,997
할줄은,998
달리,999
데,1000
여전히,1001
고부,1002
아내,1003
쉽지,1004
낭비,1005
없다는것을,1006
말하길,1007
그룹,1008
여지,1009
딱히,1010
않는다면,1011
내년,1012
슈퍼마켓,1013
방식,1014
꼴,1015
나쁜,1016
안다는것을안다,1017
신념,1018
은부,1019
일요일,1020
인류,1021
학급,1022
낚시,1023
기전,1024
예전,1025
하는것이,1026
서너,1027
있어서,1028
특별히,1029
될,1030
있나요,1031
일본,1032
일부,1033
우유,1034
각하,1035
냉장고,1036
몇번,1037
하고싶은,1038
하는지,1039
여기있어,1040
토요일,1041
바늘,1042
기간,1043
강,1044
에선,1045
좋게,1046
하는데,1047
이정보,1048
불,1049
그러면,1050
될것,1051
관찰,1052
만약,1053
그리,1054
시켜,1055
없습니다,1056
원어민,1057
딱,1058
목사,1059
smith,1060
경우,1061
정보,1062
포함,1063
대신,1064
다이아몬드,1065
준다,1066
도로,1067
외계인,1068
서는,1069
이용,1070
스위프트,1071
에서도,1072
다그,1073
냉동,1074
라마단,1075
로켓,1076
보여준다,1077
수술,1078
그다음,1079
매년,1080
세균,1081
말하는것을,1082
언제나,1083
상영,1084
또는,1085
쥐,1086
mike,1087
jane,1088
배관,1089
원숭이,1090
교장,1091
착했다,1092
뛰어,1093
쏴,1094
점프,1095
마,1096
일어나,1097
연락,1098
들어와,1099
설거지,1100
깊게,1101
동작,1102
하네,1103
가자,1104
지었어,1105
기절,1106
약속,1107
유감,1108
떠나,1109
죠,1110
멈춰,1111
돌아,1112
타,1113
조용히해,1114
둬,1115
저기,1116
옆,1117
춤,1118
할수있어,1119
참,1120
긴장,1121
도해,1122
죽지,1123
작별인사,1124
움직,1125
은서,1126
숨,1127
씩,1128
저건,1129
현실,1130
보고있어,1131
거절,1132
약혼,1133
겨울,1134
우울해,1135
모습,1136
긍정,1137
질렀어,1138
졸업,1139
이건우,1140
드릴,1141
까요,1142
얼음,1143
처신,1144
꿔,1145
장례식,1146
연필,1147
달리기,1148
마셔,1149
머리카락,1150
보름달,1151
한텐,1152
들이있어,1153
없어요,1154
어딨어,1155
샴,1156
폐인,1157
것좀,1158
조차,1159
신의,1160
가호,1161
있길,1162
빠른,1163
걸음,1164
세게,1165
난가,1166
허락,1167
갈게,1168
가책,1169
고려,1170
나빠,1171
바뀌었어,1172
경기,1173
참으로,1174
결코,1175
건강,1176
기다리게,1177
케이크,1178
않으려고,1179
싶어,1180
심지어,1181
만들었어,1182
깜짝,1183
놀랐다,1184
쯤,1185
녀,1186
하는거,1187
실현,1188
늘,1189
했습니다,1190
시켰다,1191
무서워해,1192
사용자,1193
우리둘,1194
자하,1195
많다,1196
전공,1197
지각,1198
차로,1199
제안,1200
개인,1201
들었다,1202
그렇지,1203
증명,1204
이방,1205
누워있어,1206
났어,1207
싶어해,1208
마약,1209
가고싶어,1210
해외,1211
죽은,1212
격려,1213
억해,1214
즐겁게,1215
커피,1216
시력,1217
씻어,1218
줬으면,1219
멀리,1220
듣고있어,1221
이아,1222
하겠어,1223
캐나다인,1224
나와,1225
의학,1226
달걀,1227
매니저,1228
남아있어도,1229
평소,1230
외로움,1231
제도,1232
겁,1233
다치게,1234
말로,1235
좋지,1236
본다,1237
버튼,1238
더하기,1239
늦게,1240
해주세요,1241
염색,1242
연주,1243
어디가,1244
도록,1245
핸드폰,1246
대하,1247
취,1248
지난주,1249
감기가안나아,1250
게으른,1251
도서관,1252
스럽게,1253
하려고,1254
버렸어,1255
올것,1256
비밀,1257
정확히,1258
먹을래,1259
저녁,1260
적이있어,1261
빨간,1262
바랍니다,1263
배우는걸,1264
무서워,1265
갈색,1266
교수,1267
살일,1268
녹아,1269
헤로인,1270
파란색,1271
파란,1272
떠났다,1273
이여기,1274
엄청,1275
무,1276
가위,1277
만났으면,1278
걸려,1279
주위,1280
갈거라고,1281
코드,1282
규칙,1283
난적,1284
할까,1285
절,1286
알고있다,1287
표현,1288
할수가,1289
갑자기,1290
회색,1291
건아,1292
더이,1293
먹었어,1294
대로,1295
현관,1296
월,1297
스페인어,1298
예상,1299
가고싶지,1300
유럽,1301
신앙심,1302
해주지,1303
했는지,1304
매리,1305
살고있어,1306
넌왜,1307
할수있다고,1308
술,1309
발표,1310
든,1311
언젠가,1312
공기,1313
믿을수,1314
기를,1315
행복해,1316
억,1317
달이,1318
배우려고,1319
헌신,1320
옆집,1321
이웃,1322
한가지,1323
가까운,1324
사생활,1325
오는,1326
궁금해,1327
요즘,1328
가진,1329
분야,1330
기술자,1331
는다,1332
깊은,1333
가난한,1334
있다고,1335
으로가,1336
몰랐다,1337
토마토,1338
점심,1339
분만,1340
대략,1341
탁했어,1342
버렸다,1343
매,1344
은정,1345
혼란,1346
배우고싶어해,1347
입고,1348
여름방학,1349
별로,1350
보이지,1351
하는건,1352
많은것을,1353
실,1354
테,1355
의원,1356
알려지지,1357
최종,1358
기다려도,1359
어머님,1360
이전,1361
배우는것은,1362
치즈,1363
훈련,1364
욕구,1365
소음,1366
희망이,1367
오래,1368
예정,1369
모르는,1370
어두워지,1371
있냐고,1372
앞,1373
않네,1374
이빨,1375
끼어있어,1376
질병,1377
도전,1378
런던,1379
이마,1380
더잘,1381
편이,1382
남한,1383
년전,1384
공장,1385
만들어,1386
했어야,1387
가일,1388
사고,1389
채웠다,1390
겨울방학,1391
아스,1392
퍼거,1393
라도,1394
반복,1395
귀,1396
위험한,1397
청소,1398
만찬,1399
는달,1400
인할수,1401
형제,1402
취향,1403
지를,1404
할줄아는,1405
형,1406
이메일,1407
a,1408
b,1409
뇌,1410
오랜,1411
친다,1412
야할,1413
만들어진,1414
살고있다,1415
출근,1416
허용,1417
않은,1418
도나,1419
탄,1420
누나,1421
보다도,1422
정부,1423
이후,1424
다음주,1425
독일어,1426
수학,1427
삼,1428
증후군,1429
사는,1430
발명품,1431
높은,1432
가요,1433
수백,1434
설득,1435
살때,1436
소식,1437
울음,1438
없는것,1439
관점,1440
가능한,1441
온,1442
보일거야,1443
않는다고,1444
짓,1445
바다,1446
인구,1447
무대,1448
보고서,1449
하셨다,1450
스트레스,1451
읽을,1452
흥미,1453
쓰기,1454
않았다면,1455
받게,1456
중국,1457
교통사고,1458
따르면,1459
찾기,1460
상담,1461
외국어,1462
대학,1463
만일,1464
수백만,1465
대체로,1466
농장,1467
와나,1468
주었다,1469
호박,1470
악마,1471
들을,1472
결과,1473
흑인,1474
되,1475
불린다,1476
손가락,1477
금요일,1478
그리스도,1479
살았다,1480
배웠다,1481
공간,1482
천년,1483
비타민,1484
성경,1485
들어간다,1486
뿐이었다,1487
또다른,1488
수미,1489
사장,1490
환경,1491
국제,1492
florida,1493
덜,1494
쥬스,1495
않지만,1496
스스로,1497
환자,1498
했기에,1499
ias,1500
어린,1501
유권자,1502
후보자,1503
즉,1504
어금니,1505
하였다,1506
팔,1507
연구,1508
조각,1509
필요한,1510
세제,1511
먼저,1512
코카콜라,1513
마침내,1514
제공,1515
스포츠,1516
먹으면,1517
대가,1518
harry,1519
자전거,1520
이미지,1521
돌,1522
그러한,1523
김씨,1524
시골,1525
할수있습니다,1526
어미,1527
잠깐,1528
해볼게,1529
아니,1530
웃어,1531
알겠어,1532
동의,1533
보여줘,1534
건너,1535
오세요,1536
서둘러,1537
크게,1538
그만둬,1539
눈물,1540
따라와,1541
행운,1542
되길,1543
할게,1544
내렸어,1545
진심,1546
하세요,1547
져,1548
들이졌어,1549
신경,1550
가노,1551
가져와,1552
골라,1553
날용,1554
서해,1555
우,1556
릴,1557
신은,1558
킬킬,1559
부러워,1560
원해,1561
무시해,1562
나좀,1563
사기,1564
췄어,1565
실패했어,1566
싸웠어,1567
쳐다봤어,1568
고개,1569
오른쪽,1570
불렀어,1571
은퇴,1572
맥주,1573
돼요,1574
최고,1575
타이밍,1576
좋네,1577
도거,1578
놓아줘,1579
속임수,1580
박수,1581
기침,1582
이익,1583
조사,1584
난중,1585
독자,1586
지어,1587
움직여,1588
바빴다,1589
느껴,1590
성공했어,1591
죽어,1592
성향,1593
죄책감,1594
끝났어,1595
싸워,1596
이자,1597
백,1598
주저,1599
일을한,1600
빨개,1601
일어섰어,1602
받아,1603
재밌어,1604
두세요,1605
진행,1606
녹았어,1607
항복,1608
물좀,1609
해요,1610
랩,1611
조심하세요,1612
일수,1613
지르지,1614
소외,1615
느꼈어,1616
창피해,1617
상당히,1618
잔돈,1619
에겐,1620
너거,1621
번호,1622
즉시,1623
느꼈다,1624
지갑,1625
난아마,1626
미안하다고,1627
선생,1628
어두워지고있어,1629
완벽하지,1630
완벽한,1631
아름답다,1632
불평,1633
관리자,1634
환상,1635
입장,1636
주세요,1637
잘자,1638
일곱시,1639
웃는걸,1640
훔쳤어,1641
질거야,1642
순,1643
에요,1644
낯,1645
삶은,1646
께서,1647
아껴,1648
미혼,1649
화나게,1650
토,1651
라디오,1652
하는거야,1653
입술,1654
오해,1655
변했어,1656
멈췄어,1657
실례,1658
난혼,1659
난눈,1660
원했어,1661
좋을텐데,1662
나는우리,1663
닮았어,1664
난아주,1665
틀림없이,1666
돌아와,1667
발,1668
소심한,1669
개방,1670
남자다워,1671
대안,1672
불렀다,1673
많지,1674
자지,1675
이별,1676
동감,1677
이에요,1678
먹는것을,1679
피곤한,1680
얘,1681
어도,1682
숨어,1683
틀렸어,1684
좋다,1685
실망,1686
싱글,1687
대디,1688
이기,1689
조심해라,1690
즐거운,1691
는바,1692
줬어요,1693
여기저기,1694
말을걸,1695
고립,1696
경제학,1697
퇴근,1698
만났다,1699
의견,1700
읽었어,1701
질렸어,1702
이안,1703
스러웠다,1704
아무런,1705
알아보지못,1706
싶어하지,1707
쉬운건,1708
살해,1709
연습,1710
궁금하게만,1711
게날,1712
궁금하게하네,1713
멋진,1714
추측,1715
관심사,1716
유일,1717
걱정거리,1718
슬픈,1719
옹,1720
작,1721
직장,1722
은파,1723
구웠어,1724
잘못해,1725
잊지마,1726
흥미로워,1727
요청,1728
로안,1729
나자러,1730
줄거야,1731
난거,1732
불명,1733
지내자,1734
재미있다,1735
쪽,1736
근육,1737
히터,1738
어두워,1739
은애,1740
나이프,1741
무서워한,1742
거부,1743
뻔했어,1744
정상,1745
뭐라고,1746
갖고싶어,1747
께서는,1748
싫어한다,1749
받고싶지,1750
타치,1751
똑똑한,1752
동영상,1753
피곤해서,1754
잠잘,1755
무도,1756
검사,1757
녹기,1758
맞지,1759
피자,1760
단,1761
하지못,1762
동기부여,1763
의욕,1764
착할,1765
많니,1766
개미,1767
전화기,1768
도와줄수있어,1769
원하지,1770
가게,1771
끔,1772
난너,1773
미안,1774
전입,1775
끔찍하게,1776
쉽지는,1777
최대한,1778
따뜻한,1779
줄알,1780
결혼식,1781
일어나고있어,1782
일어나는,1783
한일,1784
일어나지,1785
빠졌어,1786
어둠,1787
앉아있었어,1788
나기,1789
처리,1790
내가말,1791
경쟁,1792
갖고있어,1793
가왜,1794
여기있는지,1795
늙어,1796
심하게,1797
사업,1798
소셜미디어,1799
하던,1800
걸릴것,1801
잡지,1802
했던,1803
흥미진진,1804
금발,1805
가꿈을,1806
의자,1807
끝났다,1808
에녹,1809
가수,1810
할인,1811
값,1812
상하,1813
날씬해,1814
팔았다,1815
하지말았어야,1816
뭐라고말,1817
바이올린,1818
해야겠어,1819
믿니,1820
프랑스빵,1821
맛있어,1822
아침식사,1823
있기를,1824
배우는것을,1825
부,1826
중요한것,1827
걸사,1828
있는줄,1829
잡았어,1830
안보,1831
제자리,1832
데려다주세요,1833
일종,1834
설탕,1835
도와줘서,1836
고마워요,1837
중대한,1838
시인,1839
읽고있어,1840
마찬가지,1841
버터,1842
껐어,1843
서핑,1844
두려워,1845
팀,1846
넌날,1847
무시,1848
빌릴수있을까,1849
와도,1850
코코넛,1851
껍질,1852
참을수,1853
읽지,1854
척,1855
적절하게,1856
싶었어,1857
약국,1858
까지나,1859
계산,1860
이는,1861
번역,1862
토끼는,1863
로그,1864
은방,1865
해보인다,1866
해킹,1867
이집,1868
도구,1869
간신히,1870
자랐다,1871
저혈압,1872
조용한,1873
굉장히,1874
차안,1875
두통,1876
이었었어,1877
년후,1878
쟁이,1879
검토,1880
세월,1881
줘야해,1882
좋아하는가수,1883
가누구야,1884
좋아하는가수는,1885
어째서,1886
그중,1887
외롭다는걸,1888
진화론,1889
되고싶어,1890
않을래,1891
했니,1892
다섯,1893
없네,1894
알아챘어,1895
만나,1896
탔어,1897
같,1898
오스트레일리아,1899
겠다,1900
밤새,1901
많은걸,1902
정의,1903
표시,1904
잭슨,1905
알려줘,1906
가미,1907
쳤다고,1908
또래,1909
가작,1910
물을주고있어,1911
깨끗하지,1912
만났어,1913
피우지,1914
개발자,1915
지안,1916
그래,1917
앉아있어,1918
갈,1919
무척,1920
만날것이다,1921
그렇게나,1922
눈길,1923
됐다,1924
군인,1925
이었던,1926
가외,1927
안나,1928
울거라고,1929
가짜,1930
대의,1931
야합니다,1932
야할지,1933
이랑은,1934
만나고싶어,1935
타는,1936
의무,1937
돌아가셨다,1938
회의,1939
있었을거야,1940
강해,1941
했다더라,1942
부유,1943
오두막,1944
검은,1945
없다고,1946
위험해,1947
원했다,1948
에일,1949
지냈다,1950
날좀,1951
니코틴,1952
역할,1953
했어야지,1954
금은,1955
주말,1956
쓸수있다,1957
우연히,1958
신나,1959
이외,1960
되었다고,1961
하는만큼,1962
오픈소스,1963
감자,1964
의제,1965
감기안,1966
걸리도록,1967
잘안,1968
쓰도록,1969
향해,1970
회피,1971
정원,1972
애석하게도,1973
해준,1974
금,1975
용,1976
도와줄,1977
않도록,1978
캐,1979
참을수가,1980
사야겠어,1981
팔지말았어야,1982
맞는것,1983
있었으면,1984
레스토랑,1985
보자,1986
먹고,1987
과목,1988
하셔,1989
수도,1990
물리는,1991
가치,1992
딸기,1993
찾고있다,1994
하더라,1995
물속,1996
은시,1997
선한,1998
설치,1999
야했는데,2000
산적,2001
내내,2002
감염,2003
대륙,2004
동등,2005
길이,2006
로는,2007
모르겠다,2008
먹을수있어,2009
실업,2010
다이어트,2011
터질거,2012
열세,2013
난더,2014
가하는,2015
와는,2016
일밤,2017
댔다,2018
중심,2019
말세,2020
어딘가,2021
이래,2022
보였다,2023
하지말라고,2024
일어,2025
보내셨어요,2026
가내,2027
걸었다,2028
일것,2029
을해,2030
이번,2031
집의,2032
나는내가,2033
있을것,2034
일인,2035
돌아올,2036
귀찮게,2037
할수있는,2038
유일한,2039
내가만,2040
마저,2041
어보,2042
키우는,2043
화재,2044
밑,2045
리,2046
친척,2047
기차,2048
도우,2049
알고있는,2050
멍청한,2051
다양한,2052
있었니,2053
알려줄,2054
말라리아,2055
생명,2056
살인자,2057
과일,2058
도와주셔서,2059
추천,2060
비행기,2061
놓쳤어,2062
아무리,2063
자랑스러워,2064
침묵,2065
아니었어,2066
모릅니다,2067
마디,2068
한심한,2069
질투,2070
날거라고,2071
단체,2072
만드는,2073
화할,2074
서일,2075
했었지,2076
하기에는,2077
급,2078
인데,2079
메터,2080
말안,2081
있을,2082
완전,2083
사람과,2084
가설,2085
기린,2086
할말이라도,2087
보단,2088
극장,2089
감사,2090
믿고있어,2091
mary,2092
남동생,2093
보통,2094
애쓰고있어,2095
겪고있어,2096
삼십,2097
낡은,2098
할것이라고,2099
적어도,2100
신자,2101
위협,2102
살았던,2103
에너지,2104
침,2105
가난,2106
맞아,2107
국가,2108
달후,2109
떠날,2110
원하는지,2111
왔었는지,2112
이바,2113
인간관계,2114
힘들어,2115
샌드위치,2116
전환,2117
보내고싶어,2118
무오,2119
우리엄마,2120
더러,2121
있대,2122
바퀴,2123
모래,2124
치는,2125
쓴,2126
망상,2127
은우,2128
영국,2129
알려줄수있어,2130
없니,2131
살았어,2132
그럴거라고,2133
단언,2134
여러가지,2135
도와줄수있는,2136
기울여,2137
싸이코패스,2138
도와줬으면,2139
없어서,2140
종일,2141
다람쥐,2142
했던것이라고,2143
서른,2144
가어,2145
걸릴줄은,2146
올까,2147
아니면,2148
없지,2149
심히,2150
놀랐어,2151
에이,2152
가르쳤는지,2153
소개,2154
체스,2155
둔다는,2156
프로젝트,2157
유기농,2158
으로나,2159
죽음,2160
수영장,2161
할것을,2162
있는것은,2163
고기랑,2164
도넛,2165
용감한,2166
해줄것,2167
갔었어,2168
토끼,2169
여동생,2170
않겠다고,2171
살고있어요,2172
무크,2173
수없이,2174
가지고있다,2175
확실히,2176
알았다고말,2177
초등학교,2178
수행,2179
봤을,2180
에게서,2181
동,2182
알고있지,2183
자매,2184
였다는,2185
늦게까지,2186
며칠,2187
합,2188
항,2189
상반,2190
꼴찌,2191
변한다,2192
중요해,2193
능력,2194
된지,2195
개월,2196
만난,2197
알았지,2198
매체,2199
기계,2200
고장,2201
마시멜로,2202
분안,2203
썼다,2204
그나저나,2205
가원,2206
쪽지,2207
있는데,2208
하는것에,2209
수천,2210
취업,2211
등분,2212
둘러보고,2213
원한다면,2214
아니라고,2215
자고,2216
아는,2217
어떻,2218
심리,2219
의아,2220
마음껏,2221
단언컨대,2222
기기,2223
하고있다,2224
하실,2225
채,2226
